Date,Ticker,Close,High,Low,Open,Volume
2024-09-30,HDFCBANK.NS,856.6015014648438,866.1959040556759,852.8181105612366,864.8853701436061,26383534.0
2024-09-30,INFY.NS,1828.75390625,1853.7632808251788,1823.7813106027597,1833.044033110499,6986955.0
2024-09-30,RELIANCE.NS,1470.701171875,1518.9086621673466,1468.5348969230117,1513.3558880158446,27008814.0
2024-09-30,TCS.NS,4196.32275390625,4226.061248296706,4188.015445281488,4214.411527216484,2503416.0
2024-10-01,HDFCBANK.NS,853.708251953125,861.5223131554067,850.6914522533613,852.6202456256723,24572284.0
2024-10-01,INFY.NS,1856.7857666015625,1861.2708503856265,1828.1688539454187,1828.1688539454187,4029072.0
2024-10-01,RELIANCE.NS,1458.997802734375,1482.0308103038055,1457.0057588364782,1474.7599230273088,16431642.0
2024-10-01,TCS.NS,4215.39453125,4223.111889276909,4171.204892145493,4183.591450988956,1823365.0
2024-10-03,HDFCBANK.NS,831.8487548828125,853.6835603744199,827.570804800444,848.4906876477436,48473398.0
2024-10-03,INFY.NS,1846.1092529296875,1864.0983863063177,1834.0189394659815,1842.3066380228454,7503887.0
2024-10-03,RELIANCE.NS,1401.3780517578125,1443.634334423912,1396.4975195620746,1430.8602791168494,37757294.0
2024-10-03,TCS.NS,4161.177734375,4206.645685521381,4138.812417865159,4190.523091822548,3350119.0
2024-10-04,HDFCBANK.NS,819.8062744140625,836.1267320843882,817.5065614863144,828.1395869381932,48683232.0
2024-10-04,INFY.NS,1870.2410888671875,1905.2931311832979,1838.8940639202572,1842.355444469921,10001483.0
2024-10-04,RELIANCE.NS,1381.0093994140625,1411.711728297617,1376.2782950115372,1398.34020617394,37072876.0
2024-10-04,TCS.NS,4180.34765625,4225.324058219178,4152.624304993512,4153.558433219178,2965463.0
2024-10-07,HDFCBANK.NS,800.0980834960938,820.4739031139926,797.7241746370524,817.1108756255192,94458296.0
2024-10-07,INFY.NS,1885.9876708984375,1893.4953029152355,1868.1934951630085,1875.164816740863,6112575.0
2024-10-07,RELIANCE.NS,1365.272216796875,1390.9447078848398,1355.9594355150189,1387.9566419173104,22181340.0
2024-10-07,TCS.NS,4200.59912109375,4224.586437755327,4157.883638905139,4201.631174301058,1472619.0
2024-10-08,HDFCBANK.NS,816.5421752929688,819.3858913337193,802.1752031473815,806.1316776388605,29734406.0
2024-10-08,INFY.NS,1899.8818359375,1909.0469604018253,1858.7357782951613,1889.4978132388082,5637391.0
2024-10-08,RELIANCE.NS,1391.791259765625,1395.4267642320656,1359.669551595401,1367.513224520688,17020808.0
2024-10-08,TCS.NS,4181.33056640625,4207.038292492998,4132.864386365645,4200.353467668349,1541867.0
2024-10-09,HDFCBANK.NS,807.6895751953125,819.361163212748,805.4887499723757,815.7756080998508,41125642.0
2024-10-09,INFY.NS,1903.976806640625,1927.6211223804971,1896.5178543658283,1903.7818495832903,4857163.0
2024-10-09,RELIANCE.NS,1369.1318359375,1395.4019165531051,1367.0402140253339,1391.9656892391695,14310610.0
2024-10-09,TCS.NS,4181.03564453125,4222.374415071707,4174.891327862054,4187.966241724208,1082504.0
2024-10-10,HDFCBANK.NS,822.1553955078125,823.6637651559199,807.3680603076093,810.5826957697835,21754766.0
2024-10-10,INFY.NS,1871.0699462890625,1914.9460002666592,1866.2923077183304,1908.9983811984232,4782119.0
2024-10-10,RELIANCE.NS,1365.595947265625,1380.4864268287754,1363.9774115920343,1374.5352199766685,22358646.0
2024-10-10,TCS.NS,4155.91748046875,4221.244048728042,4127.6046606504715,4181.330470770868,2378875.0
2024-10-11,HDFCBANK.NS,816.5174560546875,823.1692549129062,812.6846212367445,823.1692549129062,23672594.0
2024-10-11,INFY.NS,1886.7677001953125,1898.3705021069761,1862.3921159361064,1870.094824366297,4709431.0
2024-10-11,RELIANCE.NS,1366.6417236328125,1377.7723178051706,1363.3797273571677,1364.5501018082973,7980122.0
2024-10-11,TCS.NS,4079.04052734375,4170.222198774921,4042.9119405502674,4072.945172391799,5759183.0
2024-10-14,HDFCBANK.NS,834.8656005859375,836.8191461800322,818.0011393518581,819.0150101360982,18527508.0
2024-10-14,INFY.NS,1909.9732666015625,1920.3084903207136,1882.8675698277727,1883.8913919551653,3751378.0
2024-10-14,RELIANCE.NS,1367.0650634765625,1374.5849563155427,1362.8070452852592,1373.962442591221,12221432.0
2024-10-14,TCS.NS,4066.701904296875,4094.965760922086,4052.4965321992213,4069.9953540303254,2137590.0
2024-10-15,HDFCBANK.NS,832.8873291015625,839.7617156442302,828.6341310729728,837.7834783871178,19651130.0
2024-10-15,INFY.NS,1910.3634033203125,1941.71031054596,1903.001929010567,1911.0458720946388,5353705.0
2024-10-15,RELIANCE.NS,1338.678466796875,1366.243302159234,1335.3666207605413,1353.1207855156183,33762794.0
2024-10-15,TCS.NS,4047.187744140625,4099.439400703778,4025.756558136523,4061.1967871084994,2759474.0
2024-10-16,HDFCBANK.NS,840.6519775390625,844.6825878021621,830.9091224661222,830.9091224661222,20470682.0
2024-10-16,INFY.NS,1872.1424560546875,1910.6072016149433,1868.4861182079758,1906.170797419034,3111512.0
2024-10-16,RELIANCE.NS,1348.6884765625,1358.5740438069333,1332.3039628645522,1334.6695151768993,20034438.0
2024-10-16,TCS.NS,4025.707275390625,4045.41829222887,3998.4265080493487,4015.925570778842,2359151.0
2024-10-17,HDFCBANK.NS,827.471923828125,839.5886269557412,823.5401410804355,838.2532805925409,14695732.0
2024-10-17,INFY.NS,1918.9434814453125,1928.596236666682,1881.9413919550382,1886.8651885882837,8162822.0
2024-10-17,RELIANCE.NS,1351.0291748046875,1363.0062419523483,1346.6715786036464,1360.2671814831224,15543660.0
2024-10-17,TCS.NS,4039.519775390625,4060.1157180197656,4023.741121305155,4043.255328123109,2522659.0
2024-10-18,HDFCBANK.NS,831.7745971679688,836.2998271121154,818.0505757591212,822.5016097295583,24809724.0
2024-10-18,INFY.NS,1832.6539306640625,1888.474019455993,1822.5624624334712,1846.4993341440768,10526196.0
2024-10-18,RELIANCE.NS,1353.8927001953125,1362.9814005892638,1335.9891081789099,1346.796043723323,12082452.0
2024-10-18,TCS.NS,4063.220703125,4085.985597920686,4020.7955892025657,4030.6504803525722,2361000.0
2024-10-21,HDFCBANK.NS,854.9446411132812,864.5638557585969,846.2157177308674,848.1692028251224,46548354.0
2024-10-21,INFY.NS,1806.474609375,1851.3744846784607,1792.0930141849954,1843.86673306473,4654601.0
2024-10-21,RELIANCE.NS,1363.7532958984375,1368.5342502099143,1352.3239675798945,1361.686598848784,14067408.0
